timestamp,location,source,local_dest,local_avg,remote_dest,remote_avg
1559043999.1309893,lower-level,wireless,192.168.0.1,1.1,142.254.217.53,9.46
1559044009.25821,lower-level,wireless,192.168.0.1,1.15,142.254.217.53,9.9
1559044019.374026,lower-level,wireless,192.168.0.1,0.34,142.254.217.53,9.89
1559044029.495051,lower-level,wireless,192.168.0.1,0.53,142.254.217.53,9.58
1559044039.6133587,lower-level,wireless,192.168.0.1,0.56,142.254.217.53,9.35
1559044049.7386706,lower-level,wireless,192.168.0.1,1.41,142.254.217.53,9.18
1559044059.8629773,lower-level,wireless,192.168.0.1,1.22,142.254.217.53,10.06
1559044069.9813352,lower-level,wireless,192.168.0.1,0.64,142.254.217.53,8.61
1559044080.100409,lower-level,wireless,192.168.0.1,0.47,142.254.217.53,8.92
1559044090.2261736,lower-level,wireless,192.168.0.1,0.18,142.254.217.53,9.67
1559044100.3431325,lower-level,wireless,192.168.0.1,0.8,142.254.217.53,8.94
1559044110.4637532,lower-level,wireless,192.168.0.1,1.42,142.254.217.53,8.23
1559044120.583415,lower-level,wireless,192.168.0.1,0.34,142.254.217.53,9.22
1559044130.7082727,lower-level,wireless,192.168.0.1,1.65,142.254.217.53,9.51
1559044140.8263733,lower-level,wireless,192.168.0.1,0.63,142.254.217.53,8.58
1559044150.9505742,lower-level,wireless,192.168.0.1,1.29,142.254.217.53,8.6
1559044161.0754197,lower-level,wireless,192.168.0.1,0.21,142.254.217.53,9.81
1559044171.1976843,lower-level,wireless,192.168.0.1,1.15,142.254.217.53,8.71
1559044181.320198,lower-level,wireless,192.168.0.1,0.79,142.254.217.53,8.58
1559044191.4425867,lower-level,wireless,192.168.0.1,0.42,142.254.217.53,9.25
1559044201.5616763,lower-level,wireless,192.168.0.1,1.64,142.254.217.53,8.61
1559044211.681419,lower-level,wireless,192.168.0.1,0.69,142.254.217.53,8.51
1559044221.8126354,lower-level,wireless,192.168.0.1,0.51,142.254.217.53,12.25
1559044231.9370608,lower-level,wireless,192.168.0.1,0.5,142.254.217.53,9.86
1559044242.0602915,lower-level,wireless,192.168.0.1,0.16,142.254.217.53,8.95
1559044252.2125833,lower-level,wireless,192.168.0.1,2.86,142.254.217.53,17.8
