timestamp,location,source,local_dest,local_avg,remote_dest,remote_avg,hour,day_of_week,weekend,local_avg_mean_5,local_avg_std_5,local_avg_slope,local_avg_acceleration,fft
1970-01-01 00:00:01.559042267,lower-level,wireless,192.168.0.1,0.34,142.254.217.53,8.36,0,3,0,1.75,1.0049129315518042,-0.74,0.95,151028.78455972343
1970-01-01 00:00:01.559042277,lower-level,wireless,192.168.0.1,15.95,142.254.217.53,8.53,0,3,0,4.486,6.480364958858416,15.61,16.349999999999998,89611.07871104336
1970-01-01 00:00:01.559042287,lower-level,wireless,192.168.0.1,0.63,142.254.217.53,16.41,0,3,0,4.154,6.661000675574207,-15.319999999999999,-30.93,107758.986205699
1970-01-01 00:00:01.559042297,lower-level,wireless,192.168.0.1,0.36,142.254.217.53,8.55,0,3,0,3.6719999999999997,6.870099708155627,-0.27,15.049999999999999,122978.93151197454
1970-01-01 00:00:01.559042307,lower-level,wireless,192.168.0.1,0.6,142.254.217.53,9.61,0,3,0,3.5759999999999996,6.9185569304588395,0.24,0.51,181370.34422235689
1970-01-01 00:00:01.559042317,lower-level,wireless,192.168.0.1,1.67,142.254.217.53,11.77,0,3,0,3.842,6.787361048301471,1.0699999999999998,0.8299999999999998,134379.44266749528
1970-01-01 00:00:01.559042328,lower-level,wireless,192.168.0.1,0.53,142.254.217.53,8.56,0,3,0,0.758,0.5204517268681503,-1.14,-2.21,170249.52130773696
1970-01-01 00:00:01.559042338,lower-level,wireless,192.168.0.1,0.65,142.254.217.53,9.6,0,3,0,0.762,0.5192976025363875,0.12,1.2599999999999998,100435.65520100432
1970-01-01 00:00:01.559042348,lower-level,wireless,192.168.0.1,0.53,142.254.217.53,9.5,0,3,0,0.796,0.4912026058563206,-0.12,-0.24,153211.08318716002
1970-01-01 00:00:01.559042358,lower-level,wireless,192.168.0.1,0.16,142.254.217.53,9.7,0,3,0,0.708,0.5684364520331536,-0.37,-0.25,201535.64677998866
1970-01-01 00:00:01.559042368,lower-level,wireless,192.168.0.1,0.63,142.254.217.53,9.06,0,3,0,0.5,0.19798989873233333,0.47,0.84,122871.62478984002
